Tweet,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
i will probably not be able to see it now because of this such an obscure film it was and i feel hesitant to put it here because i didn't watch it all,0,0,0,1,0,0,0,0
i may feel indecis i've about many things but at least my floors are sparkling,0,0,0,1,0,0,0,0
i feel strange if i don't  speak to my parents at least every other day so i expect my daughter to call me,0,0,0,1,0,0,0,0
was nearly knocked down by a car,0,0,0,1,0,0,0,0
i am feeling unsure of this whole maintenance situation,0,0,0,1,0,0,0,0
i feel anxious all the time and i'm sure my adrenal glands are exhausted after years of feeling this churning in my gut all the time,0,0,0,1,0,0,0,0
i am feeling restless and my heart is pounding like anything,0,0,0,1,0,0,0,0
i feel confused and ask you to clear the chaff satan has placed there to confuse me,0,0,0,1,0,0,0,0
i was off to the's wim start somehow feeling nervous and calm at the's ame time,0,0,0,1,0,0,0,0
id also suggest joining the class of june support thread and posting to it when you feel vulnerable,0,0,0,1,0,0,0,0
i did try to explain to him that it was probably going to be difficult for me to continue on as is without pulling away a bit or starting to put walls up because i feel like i'm putting myself into it and making myself more vulnerable than he is,0,0,0,1,0,0,0,0
i can make me feel agitated in seconds flat,0,0,0,1,0,0,0,0
i go to not as regularly as i d like but definitely when i'm feeling agitated or anxious,0,0,0,1,0,0,0,0
i distinctly remember feeling that i was watching a tortured man on that stage,0,0,0,1,0,0,0,0
i remember feeling this strange sensation a mix of excitement affection and pride when he came over,0,0,0,1,0,0,0,0
i was feeling weird looking at the phone,0,0,0,1,0,0,0,0
i don't  like to feel vulnerable,0,0,0,1,0,0,0,0
i wondered how i could be feeling distressed,0,0,0,1,0,0,0,0
i feel intimidated writing about him using my own pathetically limited vocabulary as i am that enthralled and marveled by his english language skillz sorry will,0,0,0,1,0,0,0,0
i feel very distressed because i'm support i've of this campaign and with the's enator what he has done and is doing i said he comes down as speaking down to black people,0,0,0,1,0,0,0,0
i am feeling so very nervous,0,0,0,1,0,0,0,0
i feel vulnerable,0,0,0,1,0,0,0,0
i feel shaky anxious,0,0,0,1,0,0,0,0
i still couldnt  help but feel a little bit uncomfortable thought and i tried to say the weight of the older kids a little more quietly,0,0,0,1,0,0,0,0
i think a big part of the unreal feeling is that lots of things are still uncertain,0,0,0,1,0,0,0,0
i hate how i feel and am scared to death of the long term effects of these medications on my body,0,0,0,1,0,0,0,0
i don't know what it is but i have been feeling less paranoid,0,0,0,1,0,0,0,0
i have woken up after a very bad dream feeling quite shaken and then the first thing i was told this this morning was about pete being suspected of selling coke to someone at rehab,0,0,0,1,0,0,0,0
i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,0,0,0,1,0,0,0,0
i am feeling terribly conflicted or confused a part of me becomes desperate for an answer some sign,0,0,0,1,0,0,0,0
i squeeze it tightly and feel it start to grow harder and harder your breathing becoming more agitated as the nipple clamps bite into your inflamed boobs and the feeling of having to pee overwhelms you,0,0,0,1,0,0,0,0
i was pregnant with my son and i found that the book made me feel less afraid,0,0,0,1,0,0,0,0
i feel bit nervous and excited,0,0,0,1,0,0,0,0
i is not officially out the mini has been shoved aside for the work friendly style that offers a retro feel without the anxious shit i haven't fake tanned panic,0,0,0,1,0,0,0,0
im feeling less nervous about our baby coming which is such a relief,0,0,0,1,0,0,0,0
i feel it inside my brain are you afraid,0,0,0,1,0,0,0,0
i am feeling fumbly and uncertain yet deeply in love and awe each time i look at my graduate,0,0,0,1,0,0,0,0
i know my best friend thinks i'm a legend xd she tells me i'm hilarious and a badass when most of the time i feel like a wimpy dork,0,0,0,1,0,0,0,0
i was on unemployment i remember feeling so fearful knowing that my benefits would run out in september,0,0,0,1,0,0,0,0
i feel pressured to write a post every single day because thats what youre supposed to do when you blog it makes it a little crazy,0,0,0,1,0,0,0,0
i remember feeling a little bit fearful,0,0,0,1,0,0,0,0
i never really felt any lack of comfort except when the intent to make me feel uncomfortable was there,0,0,0,1,0,0,0,0
i say that because of a piece of spiritual direction i was once given at a time i was feeling pretty shaky about my fundamental priesthood,0,0,0,1,0,0,0,0
i also feel less timid and comfortable with the world at large instead of my little sphere of people close to me,0,0,0,1,0,0,0,0
im feeling incredibly indecis i've today,0,0,0,1,0,0,0,0
i went to bed knowing i had riding this morning i was feeling pretty nervous,0,0,0,1,0,0,0,0
i must admit i feel hesitant in some ways about the whole thing,0,0,0,1,0,0,0,0
im cold i feel shaken,0,0,0,1,0,0,0,0
i guess voicing out the issues seemed to make me feel more helpless as i don't seem to be able to solve my current problem,0,0,0,1,0,0,0,0
i will be using the word sexual harassment as an umbrella term to mean making people feel sexually threatened unwanted touching aggress i've behavior condescension based on gender exposing others to sexually explicit media without their consent rape etc,0,0,0,1,0,0,0,0
im feeling indecis i've but there are no decisions to be made,0,0,0,1,0,0,0,0
i feel so insecure right now,0,0,0,1,0,0,0,0
 i've learnt my lesson i'm enjoying the feeling of not being inhibited in any way amp sharing exactly how i feel with someone who means a hell of a lot to me,0,0,0,1,0,0,0,0
i guess i need to lower my expectations but i cannot help from feeling fearful about the change,0,0,0,1,0,0,0,0
i was the director of a company such as yours i too would feel reluctant to continue associating my company with cycling now that doping is in the's potlight once again,0,0,0,1,0,0,0,0
i feel like amy was somewhat uncertain about her feelings to rory and most definitely didn't  feel the's ame way he did about her in the first half of the's eason,0,0,0,1,0,0,0,0
i needed to say out loud to another human being who would understand that i was feeling paradoxically terrified enraged and besieged by grief for the only man in whom i had ever placed my absolute trust,0,0,0,1,0,0,0,0
i had that little break down and it feels like my hands are shaky and my heart could fall out of my chest and like nothing in the world makes much sense,0,0,0,1,0,0,0,0
im feeling strange,0,0,0,1,0,0,0,0
i can't  understand why i call it quits i can't  understand myself why do i feel so confused why am i seeking for pain,0,0,0,1,0,0,0,0
i guess i shouldnt feel so uptight about taking them up on their offer to take their jaguar out for a spin some night,0,0,0,1,0,0,0,0
i look for recipes feeling perpetually confused about how i'm going to cook with kale,0,0,0,1,0,0,0,0
i started feeling somewhat apprehensive,0,0,0,1,0,0,0,0
i feel uncomfortable theres a good chance i shouldnt be where i am,0,0,0,1,0,0,0,0
 i've been feeling a little skeptical about joss whedons upcoming dollhouse,0,0,0,1,0,0,0,0
i feel so shaken up by it all,0,0,0,1,0,0,0,0
i do feel sorta suspicious of all my guest characters though lol,0,0,0,1,0,0,0,0
i made some very close friends last year and am so happy so say i still have them now and i've already made more friends like that too this year but it feels a little strange looking back at some friendships i made around this time last year as well,0,0,0,1,0,0,0,0
i read a long article by abe in the ft talking up his third arrow i feel inherently skeptical ,0,0,0,1,0,0,0,0
i can tell they know whats going on inside me our priest is like that and i can't  help but feel shaken,0,0,0,1,0,0,0,0
i was feeling rather wimpy about the potential to fall on wet roots or wood,0,0,0,1,0,0,0,0
i am scared of feeling helpless,0,0,0,1,0,0,0,0
i lie in bed with my pad right beside me only a word away from him from hi a sentence away from a feeling that i'm too nervous to write but i desire it all the's ame,0,0,0,1,0,0,0,0
i feel tortured with spd and lyme,0,0,0,1,0,0,0,0
i go to my son s conference next week and i am already feeling nervous and apprehensive,0,0,0,1,0,0,0,0
i was feeling slightly apprehens i've about checkups today everything was normal,0,0,0,1,0,0,0,0
i feel like it s been part of seasons and she's  been very uptight and always had to hold back on her emotions,0,0,0,1,0,0,0,0
i feel much distressed at what has occurred here a scene enacted in cold blood having passed before my eyes which has filled me with horror,0,0,0,1,0,0,0,0
i know the new i pod nano has an fm radio but i feel skeptical about that one too rating,0,0,0,1,0,0,0,0
im beginning to feel a strange kind of deja vu,0,0,0,1,0,0,0,0
 i've been feeling restless and unfocused i hope it passes soon,0,0,0,1,0,0,0,0
i feel restless coming out of the weekend and know i will definitely need to plan more to do this weekend,0,0,0,1,0,0,0,0
i was approaching my exam time and my books got stolen i was in a panic as i thought that i would not do well enough to be considered for the economics quota i cried a lot but that did not help and as the exam day came near a strange fear gripped me,0,0,0,1,0,0,0,0
i just know that i come home feeling distraught everyday about not belonging being ignored or snapped at and shot down,0,0,0,1,0,0,0,0
i feel so fearful that it will be taken from me,0,0,0,1,0,0,0,0
i feel that i l i've in a world where everything is uncertain,0,0,0,1,0,0,0,0
i was feeling quite paranoid very alone,0,0,0,1,0,0,0,0
i saw my wedding photos of me walking down the aisle i was as white as a ghost and i remember feeling terrified,0,0,0,1,0,0,0,0
i can take pictures whenever i want without feeling pressured,0,0,0,1,0,0,0,0
i feel reluctant again to do so,0,0,0,1,0,0,0,0
i was playing the role of care taker i realised how scary it must be for old people in the age when they need to be taken care off to find themselves alone and maybe feeling helpless,0,0,0,1,0,0,0,0
i feel hesitant in even writing about these comments because their content and intent are so debased,0,0,0,1,0,0,0,0
im really not interested and leaving it at that i feel pressured to state a reason to not be interested,0,0,0,1,0,0,0,0
i remember feeling restless and sweaty and trapped in the east village when i lived there this summer,0,0,0,1,0,0,0,0
i left my pride on the's trictly dance floor victoria pendleton admits disastrous debut left her feeling helpless for first time src http i,0,0,0,1,0,0,0,0
i do feel more intimidated though,0,0,0,1,0,0,0,0
i feel so weird to think like that,0,0,0,1,0,0,0,0
im feeling frightened youll slip away object width height class blogger youtube video classid clsiddcdbe aed cf b codebase http download,0,0,0,1,0,0,0,0
i am feeling a little nervous about having so many people over,0,0,0,1,0,0,0,0
i get the feeling he's  trying to see inside me trying to find the truth to find the's oftest most vulnerable part of me and expose it,0,0,0,1,0,0,0,0
i have no problem feeling vulnerable if it will help others,0,0,0,1,0,0,0,0
i just can't  breathe i feel so shy,0,0,0,1,0,0,0,0
i am back in reality but still feel very shaken,0,0,0,1,0,0,0,0
i also learned to like sorta the adrenalin feeling of being uncertain and scared every time a new lift or machine was introduced,0,0,0,1,0,0,0,0
i feel a little vulnerable knowing i was not strapped in,0,0,0,1,0,0,0,0
i can now hold conversations without being afraid that i am making mistakes or feeling timid,0,0,0,1,0,0,0,0
i sat in the parking lot for another f i've minutes feeling terrified,0,0,0,1,0,0,0,0
i need to pause when i feel agitated,0,0,0,1,0,0,0,0
i have been planning to get a life lock insurance for quite sometime now but i still feel very skeptical,0,0,0,1,0,0,0,0
having quarreled with a boyfriend,0,0,0,1,0,0,0,0
i feel so apprehens i've about this fast,0,0,0,1,0,0,0,0
i have more energy but on the other hand i feel restless and feel like i'm doing everything at mph and that i need to get up and run or something,0,0,0,1,0,0,0,0
i feel like hes agitated,0,0,0,1,0,0,0,0
i feel i want to love who i am but i don't not perfectly so i always feel insecure like there is something i need or a way of thinking or being,0,0,0,1,0,0,0,0
i feel that if you are boy enough to pull out your dick and have unprotected sex with a girl and knock her up then you should be man enough to be a responsible father,0,0,0,1,0,0,0,0
i was feeling very indecis i've and having about eight choices worked to keep me from over analyzing something as simple as my lunch,0,0,0,1,0,0,0,0
im feeling paranoid and anyone can doctor the numbers,0,0,0,1,0,0,0,0
i know how much the og loves teaser threads and i'm feeling anxious bored while the duracoat cures i figured i'd g i've a little preview of my latest little toy,0,0,0,1,0,0,0,0
i am feeling a bit shaky,0,0,0,1,0,0,0,0
i still feel confused sometimes,0,0,0,1,0,0,0,0
i am able to do more and be more than i ever could in many ways i no longer feel fearful worried frustrated agitated and angry and i am more loving feeling connected to divine guidance confident and getting more in tune with my feelings and dreams,0,0,0,1,0,0,0,0
i am feeling agitated and raging during an episode of mixed mania that raging energy means that somewhere inside of me i still feel hope,0,0,0,1,0,0,0,0
i cautiously followed it for about a couple hundred yards before it finally veered off the trail thankfully without feeling threatened enough to spray me,0,0,0,1,0,0,0,0
i saw employees come and go people for whom this is their every day feeling more and more distressed with each passing minute,0,0,0,1,0,0,0,0
i had the distinct impression that frank john amp pete had discussed my bad behaviour and i was starting to feel paranoid,0,0,0,1,0,0,0,0
i know i'm not the only one who feels like they should apologize profusely for every conversation exchange i find this timid way of living to be more than a little exhausting,0,0,0,1,0,0,0,0
im feeling a little fearful of this one,0,0,0,1,0,0,0,0
i feel petrified i can feel the pressure,0,0,0,1,0,0,0,0
i would much rather be in close contact with those i like and everyone i meet starts off at a certain base level of like and respect so maybe my base level is to like people enough to hug them straight away but concerns for how they feel and my bashful nature stop me,0,0,0,1,0,0,0,0
i kinda feel pressured because since he doesn't speak spanish i basically have to teach everything,0,0,0,1,0,0,0,0
i feel insecure then i am insecure,0,0,0,1,0,0,0,0
i hate what i'm feeling i really don't wanna be suspicious and doubtful about this whole thing,0,0,0,1,0,0,0,0
i feel eiffel by the indecis i've moment,0,0,0,1,0,0,0,0
i feel insecure with my body i don't feel smart enough and i feel like i'm just not good enough for anyone,0,0,0,1,0,0,0,0
i feel quite shaken but also relieved,0,0,0,1,0,0,0,0
i think they bel i've they have to like model tipe of girls just like women feel pressured to look like them,0,0,0,1,0,0,0,0
i feel that the very foundations of my faith have been shaken to the core,0,0,0,1,0,0,0,0
i was screaming at the top of my lungs no exaggeration on that as the pain was horrific and i ended up feeling like i was being tortured,0,0,0,1,0,0,0,0
im done with putting up with this constant bullying because that is what it is when you feel threatened and constantly on the defens i've and i am tired of constantly defending myself to others,0,0,0,1,0,0,0,0
i arrived at the office i was still feeling a bit shaken by this experience,0,0,0,1,0,0,0,0
i transfer files back and forth between davids laptop and mine using our flash dr i've do i always feel like our computers are having unprotected sex,0,0,0,1,0,0,0,0
i feel that president obama cares not to be confused with obama care about the average us citizen,0,0,0,1,0,0,0,0
i feel unsure of how fast i am going,0,0,0,1,0,0,0,0
i managed to eat more than i usually can on race morning mostly because jon was there and i didn't feel quite as nervous,0,0,0,1,0,0,0,0
i feel deeply distraught for families that i do not know is not unique to myself,0,0,0,1,0,0,0,0
im feeling frantic i try to remember to breathe and laugh,0,0,0,1,0,0,0,0
i promised dougie i wouldn't stay alone while they are going on though and i don't plan on backing out on that even if i feel like maybe i am just being frightened over nothing,0,0,0,1,0,0,0,0
im feeling a little apprehens i've about it because i feel like i'm suddenly way too old compared to my mental age of about,0,0,0,1,0,0,0,0
i asked feeling suspicious and tired,0,0,0,1,0,0,0,0
i still feel so doubtful,0,0,0,1,0,0,0,0
i feel shaken emotionally i feel a frisson of icy fear almost a refreshing sensation an echo of the emotions i am accustomed to experiencing,0,0,0,1,0,0,0,0
i feel a little insecure about it but i am going to try super super hard,0,0,0,1,0,0,0,0
im not quite pregnant enough to fit into most of my maternity clothes yet i feel like a whale and feel more uncomfortable now than i did at weeks in july,0,0,0,1,0,0,0,0
i will match more experiences that prove me right you are justified in feeling fearful and resentful your finances are a mess,0,0,0,1,0,0,0,0
i feel so inhibited about reaching out to anyone and so enclosed in my shell and i spend a lot of time having waking nightmares about old age isolation and losing people i love and people i might meet and love in the future,0,0,0,1,0,0,0,0
i feel apprehens i've and guilty about even saying his name sometimes as if ill depress everyone else,0,0,0,1,0,0,0,0
i know i'm better off dead i'm a nobody and when i'm al i've i'm just a burden on my family and a scab to society but i feel death and i'm scared,0,0,0,1,0,0,0,0
i develop an anti design attitude and feel reluctant to go and see anything,0,0,0,1,0,0,0,0
i have to disagree but must confess that i'm feeling paranoid about it now,0,0,0,1,0,0,0,0
i think what worked for me is that i feel incredibly vulnerable around teenagers she's ays,0,0,0,1,0,0,0,0
i consistently grabbed for it when i was feeling indecisive,0,0,0,1,0,0,0,0
i feel fearful about this sunday s triathlon,0,0,0,1,0,0,0,0
i was starting to feel restless in my soul like i had peaked in my role and a fresh challenge was needed for my continuous self improvement,0,0,0,1,0,0,0,0
i feel insecure sometime but every time she's ay love me i will melted instantly,0,0,0,1,0,0,0,0
 i've been feeling insecure for a while now gradually increase and you keep adding to it,0,0,0,1,0,0,0,0
i also feel like unprotected,0,0,0,1,0,0,0,0
i used it extensively for a series of body castings i was doing about how our bodies tell stories about taking off our armour and feeling vulnerable and because i didn't remove the paper from the edge of the moulds they also suggested the light that surrounds us,0,0,0,1,0,0,0,0
im feeling very helpless and i think thats right where god wants me,0,0,0,1,0,0,0,0
im made to feel confused anxious guilty frustrated isolated,0,0,0,1,0,0,0,0
i start feeling kind of weird,0,0,0,1,0,0,0,0
i wanted to play i would feel more distressed,0,0,0,1,0,0,0,0
i feel confused of my future,0,0,0,1,0,0,0,0
i am supposed to have my appointment with her tomorrow and i am feeling petrified,0,0,0,1,0,0,0,0
i just feel anxious and lost when the culture is different,0,0,0,1,0,0,0,0
i do kind of feel pressured and pushed into doing drugs by the people coming around to my house i don't know,0,0,0,1,0,0,0,0
i didn't feel like talking to anyone because i didn't know what to say and i was afraid i would come off as awkward,0,0,0,1,0,0,0,0
i feel reluctant to l i've it,0,0,0,1,0,0,0,0
i always feel restless everytime i had a fight with my bf,0,0,0,1,0,0,0,0
i feel helpless and sometimes even hopeless and i do seem to be just going along the waves and along the's tatus quo,0,0,0,1,0,0,0,0
i had a feeling that i would not go into labor but i still was a little nervous,0,0,0,1,0,0,0,0
i notice that the's elf policing occurs as a result of feeling intimidated by a seemingly all knowing overseer who wields a power that no one can really fight and win,0,0,0,1,0,0,0,0
i am stressing out and yes i am feeling intimidated by the whole process,0,0,0,1,0,0,0,0
i am so greatful for the friends he has given to lift me up when i feel shaken,0,0,0,1,0,0,0,0
i already feel apprehens i've about the day and am dreading that first juice,0,0,0,1,0,0,0,0
i am not sure if it is where i am going to that is making me apprehens i've and feeling doubtful,0,0,0,1,0,0,0,0
i began to feel restless due to the fact that the helmet seemed tad too big,0,0,0,1,0,0,0,0
i would feel like my voice was shaky,0,0,0,1,0,0,0,0
i always feel reluctant to answer it often fills me with dread,0,0,0,1,0,0,0,0
i remember feeling intimidated by being in the minority something i was not used to at all,0,0,0,1,0,0,0,0
the day before the university results came out i was both excited and scared if i failed i did not know what i would do as i did not want to work,0,0,0,1,0,0,0,0
i feel so helpless here watch my eyes are filled with fear tell me do you feel the's ame,0,0,0,1,0,0,0,0
i find myself feeling quite distressed by approaching each meal with concern,0,0,0,1,0,0,0,0
i feel unsure of what the next step should be,0,0,0,1,0,0,0,0
i actually go somewhere and pay cash i really feel weird when i pay dollars with my credit card then i get really confused and people have to be patient with me,0,0,0,1,0,0,0,0
im feeling a little paranoid,0,0,0,1,0,0,0,0
i must say that i am feeling a little distressed,0,0,0,1,0,0,0,0
im proud off are the moments when you say mom i feel shy but i want to try and talk to her or mom i want to be a christian,0,0,0,1,0,0,0,0
i am feeling a bit timid about throwing myself out there,0,0,0,1,0,0,0,0
i know i feel a little weird using other peoples big bottles of shampoo or soap bars sheesh,0,0,0,1,0,0,0,0
i used drugs to inhibit my ability to feel drugs in turn inhibited my ability to think clearly which inhibited my ability to see the cop car across the's treet when i was dealing,0,0,0,1,0,0,0,0
im glad to do as i feel quite vulnerable and burdensome with my current restrictions,0,0,0,1,0,0,0,0
i feel i need to l i've up to someone s expectation or i'm afraid of fucking up,0,0,0,1,0,0,0,0
i forg i've myself that i have accepted and allowed myself to perce i've and to see my life as a trigger point to feel fearful desperate and anxious,0,0,0,1,0,0,0,0
i feel everyone is nervous coming to the first,0,0,0,1,0,0,0,0
i am feeling surprisingly shaky,0,0,0,1,0,0,0,0
i feel hesitant and uncomfortable,0,0,0,1,0,0,0,0
i find myself feeling particularly vulnerable with nothing to focus on and can still end up going to a place that seemingly gives me a sense of perceived satisfaction yet truly ends up hurting me in the long run,0,0,0,1,0,0,0,0
i feel safest and most frightened by water,0,0,0,1,0,0,0,0
i am feeling fearful or terribly anxious about anything i have little or no control over its actual outcome,0,0,0,1,0,0,0,0
i was once again feeling very suspicious of my then boyfriend,0,0,0,1,0,0,0,0
im going to try to think of some negatives now because i'm just swooning at every tom ford product i feel pressured,0,0,0,1,0,0,0,0
i do feel is my body being shaken around c sections are apparently not the most gentle of procedures,0,0,0,1,0,0,0,0
i took my last dose last night and while i'm still feeling weird this morning ill hopefully be back to normal by tomorrow,0,0,0,1,0,0,0,0
i feel the downside should be the more vulnerable,0,0,0,1,0,0,0,0
i feel like i cannot breath and these can be some of my most frantic and angry days,0,0,0,1,0,0,0,0
i didn't want to spread any germs to the little one and i was genuinely intrigued and more keenly i was feeling terrified,0,0,0,1,0,0,0,0
i just feel really paranoid all the time like someone s talking about me or making fun of me,0,0,0,1,0,0,0,0
im feeling really restless at the moment its kind of getting me down because i can't  concentrate on one thing because i'm so restless,0,0,0,1,0,0,0,0
i do not want any contact with any person whom i feel may be suspicious or into children,0,0,0,1,0,0,0,0
i am feeling nervous about which spelling we should choose,0,0,0,1,0,0,0,0
i feel the cracks grow and i'm terrified that people will see so i stuff them full of things,0,0,0,1,0,0,0,0
i feel i have been so uptight with greg,0,0,0,1,0,0,0,0
i am feeling scared,0,0,0,1,0,0,0,0
i remember feeling shy about the fact i worked at a huge tech company,0,0,0,1,0,0,0,0
i feel restless all the time,0,0,0,1,0,0,0,0
i woke up feeling weird,0,0,0,1,0,0,0,0
i still feel quite bashful about it,0,0,0,1,0,0,0,0
im feeling frantic the further we go into the woods,0,0,0,1,0,0,0,0
i feel so shy,0,0,0,1,0,0,0,0
i moved i also moved away from my best and only friend outside of my sister who i'd shared a room with for four years so basically i'm just feeling so vulnerable and disconnected from those i care about who are as i mentioned my whole world right now,0,0,0,1,0,0,0,0
i suppose most people would feel distraught or angry or something that they managed to run into every ex they had but it just makes me laugh,0,0,0,1,0,0,0,0
once i had to go home on foot at am i had to pass through a forest and i was going alone,0,0,0,1,0,0,0,0
im feeling less doubtful now after having a depressing few days in banff,0,0,0,1,0,0,0,0
i would feel nervous about trying it in anything bigger than a van or pickup based camper,0,0,0,1,0,0,0,0
im days away from starting my pre surgery liquid diet and to be honest i'm feeling a bit overwhelmed at the moment,0,0,0,1,0,0,0,0
i don't see that glimmer i feel more confused and broken,0,0,0,1,0,0,0,0
i feel terrified of being vulnerable and dead set on feeling independent when i'm really co dependent making it easy for me to focus on others while keeping my worries and problems and never ending self analysis to myself unless i'm blogging about it,0,0,0,1,0,0,0,0
im feeling a bit distressed because of milan baros injury,0,0,0,1,0,0,0,0
i am feeling agitated to leave the cocoon,0,0,0,1,0,0,0,0
 i've been feeling a little timid about giving massages to other people especially since you know i read a book and now people might expect me to be good at it,0,0,0,1,0,0,0,0
i talked to dd was around tuesday and he hasnt replied to the e mail i sent him on thursday so as much as i try to be cool about it i'm still a feeling a bit paranoid,0,0,0,1,0,0,0,0
i think it will make for a strange film adaptation and already i'm feeling a little bit unsure about some of the graphics that i see in the trailer,0,0,0,1,0,0,0,0
i join this particular contest even though i am still feeling rather skeptical about this the reasons are valid at least,0,0,0,1,0,0,0,0
i don't believe in god but i feel no need to be suspicious of those who do,0,0,0,1,0,0,0,0
i was feeling quite restless and cooped up and longed to get out of the house,0,0,0,1,0,0,0,0
i couldnt resist doing something that was obviously for fun and not based on sound moral principles that i probably don't have anyway but i like to pretend i do so that i don't feel so alarmed by myself,0,0,0,1,0,0,0,0
 i've found myself relating to and feeling like valancy a girl constantly afraid of what other people thought of her and said about her and in reality trapped by her own misgivings,0,0,0,1,0,0,0,0
im feeling apprehens i've about certain things now,0,0,0,1,0,0,0,0
i got towards the end i had a feeling something was up and it still startled me,0,0,0,1,0,0,0,0
i did not feel pressured to be anything but honest in my response to his work,0,0,0,1,0,0,0,0
i feel like a suspicious neer do well lurking in the baggage claim,0,0,0,1,0,0,0,0
i feel a bit unsure how he's ees us and our future since hes not doing anything or preparing the fade out or whatever,0,0,0,1,0,0,0,0
i feel helpless when i can't  prove my point in an argument just because talking further would be considered as answering back or being rude and disrespecting the elders while it need not be any of it,0,0,0,1,0,0,0,0
i don't know but i feel it and i am tortured,0,0,0,1,0,0,0,0
i mean really hot she's ays and it s my turn to feel shy,0,0,0,1,0,0,0,0
i feel uncomfortable challenging the popular,0,0,0,1,0,0,0,0
i do feel shaken because this only happened years ago and i remember hearing a    ,0,0,0,1,0,0,0,0
i do feel this book to be a bit strange i am definitely glad i took the time to read it,0,0,0,1,0,0,0,0
i feel more pressured to show what the real shinhwa are than to be proper seniors to the junior k pop groups,0,0,0,1,0,0,0,0
i need to g i've it all to him and remember that i feel overwhelmed because i am trying to conquer it all i am trying to do his job,0,0,0,1,0,0,0,0
i was not prepared for the exam but i wanted to sleep the night before the exam,0,0,0,1,0,0,0,0
i was staring at the ground feeling awfully intimidated cause of how fast it was rushing at me,0,0,0,1,0,0,0,0
i used to think that i didn't like day to day routines because they didn't sound exciting enough but now i find that because i always like to plan my days beforehand not having orderly work schedules just suck to the core and makes me feel all uptight and in a mess,0,0,0,1,0,0,0,0
im still feeling quite shaken from this whole thing so i haven't started on work yet s ohwell,0,0,0,1,0,0,0,0
i just feel terrified the whole time until i can wake up and i do not want to go back to sleep for a few hours,0,0,0,1,0,0,0,0
 i've been feeling doubtful,0,0,0,1,0,0,0,0
i feel painfully shy when it comes to sketching out art ideas but i think its something i need to get over,0,0,0,1,0,0,0,0
i started feeling very suspicious and i began to think i should rethink the not running away part of all this,0,0,0,1,0,0,0,0
i want to be recless but i'm feeling so uptight put your mamma in a headlock baby and do it right whooooos got the crack whooooooooos got the crack whooooo s got the crack whos got the craaaaaaack,0,0,0,1,0,0,0,0
i define the word meh as undescribable feeling sort of helpless feeling,0,0,0,1,0,0,0,0
i felt drawn to it because it made me feel like a weird comme des gar ons angel and the heavy beads were contrasted against the lightweight nature of the's heer fabric,0,0,0,1,0,0,0,0
i look at the cause of that emotion or desire i will find an aspect of my personality that feels afraid and more importantly feels powerless,0,0,0,1,0,0,0,0
im feeling doubtful about finishing with leblanc and everything,0,0,0,1,0,0,0,0
i would show you more images of the home but i feel weird putting someone elses home with all of their stuff out there without them knowing even though i kind of do that every day,0,0,0,1,0,0,0,0
i feel rather agitated by our sliding door that keeps getting stuck,0,0,0,1,0,0,0,0
i am feeling the's trange mix of extremely proud relieved s,0,0,0,1,0,0,0,0
i have this crush on my bus mate and i feel strange about it because i used to despise him,0,0,0,1,0,0,0,0
im feeling kinda uncertain about what may come,0,0,0,1,0,0,0,0
i do this a lot with my friends when theyre feeling doubtful,0,0,0,1,0,0,0,0
i thanked him for sitting next to me and explained to him a little why i had been feeling apprehensive,0,0,0,1,0,0,0,0
i feel like i'm being intolerent and unecesserily fearful,0,0,0,1,0,0,0,0
i feel so indecis i've and restless i can't  even think of what i want to eat dammit,0,0,0,1,0,0,0,0
i think what he was trying to say was that women after reaching a certain age are desperate to marry their existing boyfriends but on the boyfriends side they feel a bit pressured into this whole marriage thing,0,0,0,1,0,0,0,0
i feel distressed somehow unclean,0,0,0,1,0,0,0,0
i do not realize my bad habit it is not only effectively destroying my spirit but successfully dr i've people away from me people that actually want to help but feel reluctant after seeing my moaning and complaining,0,0,0,1,0,0,0,0
i can't  tell you how many women have said to me i feel so inhibited sexually because my body isn't  perfect,0,0,0,1,0,0,0,0
i just want them to hug and drink beer together and for neither of them to feel tortured at the's ame time,0,0,0,1,0,0,0,0
i was feeling insecure you might not love me anym,0,0,0,1,0,0,0,0
i started to feel anxious at work i would go outside get some fresh air and try to walk off any nervous tension that was building up,0,0,0,1,0,0,0,0
i feel insecure about myself almost all the time but years and years passed and i've came to realized that i can't  change anything even if i feel horrible about myself,0,0,0,1,0,0,0,0
i feel i've been too much the dabbler too indecis i've and haphazard,0,0,0,1,0,0,0,0
i keep checking them everyday i can feel less neurotic about my career see insanity issue mentioned above,0,0,0,1,0,0,0,0
i am feeling a little uncertain about my skills in the birthday party arena,0,0,0,1,0,0,0,0
my brother and i were driving to brisbane when he drove back onto the road,0,0,0,1,0,0,0,0
i walked into an abandoned building feeling a bit shaken up by the previous event that had occurred before,0,0,0,1,0,0,0,0
i feel frantic when i,0,0,0,1,0,0,0,0
i feel assaulted on many fronts,0,0,0,1,0,0,0,0
im feeling a bit skeptical ,0,0,0,1,0,0,0,0
i feel a bit overwhelmed at the huge numbers of different types of sprites changelings brownies kelpies goblins gnomes elves and pixies not to mention habetrots gwyillions hobmen henkies and shellycoats,0,0,0,1,0,0,0,0
